naam,invalshoeken,objectnummer,beelden ontsluiten voor publiek?,inhoudelijke registratie koepel en deelnummers,waardering,fotocontrole CP,fotocontrole,beelden klaar,naam beeld(en),vervaardiger,toestemming auteursrecht,Attributie,publicatie op cogent (via europeana),publicatie op erfgoedinzicht,opmerkingen,collectiepresentatie?
Marie,Joost Maréchal,2006-0116_11-11,niet-publiek,ok,,,ok,ok,2006-0116_11-11,"Maréchal, Joost*Maréchal, Joost",ok,Joost Maréchal,ok 2024-10-01,nvt,,
Marie,Joost Maréchal,2006-0129,publiek,ok,,,ok,ok,2006-0129,"Maréchal, Joost*Maréchal, Joost",ok,Joost Maréchal,ok 2024-10-01,ok 2024-10-01,,
Marie,Joost Maréchal,2023-0060,publiek,ok,,,ok,ok,2023-0060$1;2023-0060$2,"Maréchal, Joost*Maréchal, Joost",,,,,,
Marie,Joost Maréchal,2023-0061,publiek,ok,,,ok,ok,2023-0061$1;2023-0061$2,"Maréchal, Joost*Maréchal, Joost",,,,,,
Marie,Joost Maréchal,2023-0062,publiek,ok,,,ok,ok,2023-0062$1;2023-0062$2,"Maréchal, Joost*Maréchal, Joost",,,,,,
Marie,Joost Maréchal,2023-0063,publiek,ok,,,ok,ok,2023-0063$1;2023-0063$2,"Maréchal, Joost*Maréchal, Joost",,,,,,
Marie,Joost Maréchal,2023-0064,publiek,ok,,,ok,ok,2023-0064$1;2023-0064$2,"Maréchal, Joost*Maréchal, Joost",,,,,,
Marie,Joost Maréchal,2023-0065,publiek,ok,,,ok,ok,2023-0065$1;2023-0065$2,"Maréchal, Joost*Maréchal, Joost",,,,,,
Marie,Joost Maréchal,2023-0066,publiek,ok,,,ok,ok,2023-0066$1;2023-0066$2,"Maréchal, Joost*Maréchal, Joost",,,,,,
Marie,Joost Maréchal,2023-0067,publiek,ok,,,ok,ok,2023-0067$1,"Maréchal, Joost*Maréchal, Joost",,,,,,
Marie,Joost Maréchal,2023-0068,publiek,ok,,,ok,ok,2023-0068$1;2023-0068$2,"Maréchal, Joost*Maréchal, Joost",,,,,,
Marie,Joost Maréchal,2023-0069,publiek,ok,,,ok,ok,2023-0069$1,"Maréchal, Joost*Maréchal, Joost",,,,,,
Marie,Joost Maréchal,2023-0070,publiek,ok,,,ok,ok,2023-0070$2;2023-0070$1,"Maréchal, Joost*Maréchal, Joost",,,,,,
Marie,Joost Maréchal,2023-0071,publiek,ok,,,ok,ok,2023-0071$1;2023-0071$2,"Maréchal, Joost*Maréchal, Joost",,,,,,
Marie,Joost Maréchal,2023-0072,publiek,ok,,,ok,ok,2023-0072$1,"Maréchal, Joost*Maréchal, Joost",,,,,,
Marie,Joost Maréchal,2023-0073,publiek,ok,,,ok,ok,2023-0073$1,"Maréchal, Joost*Maréchal, Joost",,,,,,
Marie,Joost Maréchal,2023-0074,publiek,ok,,,ok,ok,2023-0074$1,"Maréchal, Joost*Maréchal, Joost",,,,,,
Marie,Joost Maréchal,6584,publiek,ok,,,ok,ok,6584,"Maréchal, Joost*Maréchal, Joost",ok,Joost Maréchal,ok 2024-10-01,ok 2024-10-01,,
Marie,Joost Maréchal,DMG_T_00697_GROEN,publiek,,,,ok,ok,DMG_T_00697,"Maréchal, Joost",,,,,,
Marie,Joost Maréchal,IB-0025,publiek,ok,,,ok,ok,IB-0025$1,"Maréchal, Joost*Maréchal, Joost",ok,Joost Maréchal,ok 2024-10-01,ok 2024-10-01,,
Thijs,Nova,2001-0124,publiek,ok,,,te klein; ok,nummer,2001-0124$3;2001-0124$4;2001-0124$5;2001-0124$8;2001-0124$9,Nova*Nova,ok,,ok,ok,,
Thijs/Eva,Nova,2005-0025,publiek,ok,,,ok,ok,2005-0025$1;2005-0025$2;2005-0025$3,Nova*Nova,ok,,ok,ok,,JA
Thijs,Nova,2006-0013,publiek,ok,,,te klein; nieuwe foto ok,ok,2006-0013$4;2006-0013$5,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2007-0016,publiek,ok,,,te donker; ok,ok,2007-0016$8;2007-0016$7;2007-0016$9,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2009-0010,publiek,ok,,,nieuwe foto; ok,nummer,2009-0010$1;2009-0010$2;2009-0010$3,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2015-0070,publiek,ok,,,ok,ok,2015-0070$1,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2015-0073,publiek,ok,,,ok,ok,2015-0073$1;2015-0073$2,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2015-0074,publiek,ok,,,te klein,x,2015-0074$1,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2015-0076,publiek,ok,,,ok,ok,2015-0076,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0045,publiek,ok,,,ok,ok,2017-0045$1;2017-0045$2,Nova,ok,,ok,ok,,
Thijs,Nova,2017-0262,publiek,ok,,,ok,ok,2017-0262,Nova*Nova,ok,,ok,ok,,
Thijs/Eva,Nova,2017-0264,publiek,ok,,,ok,ok,2017-0264,Nova*Nova,ok,,ok,ok,,JA
Thijs,Nova,2017-0266,publiek,ok,,,ok,ok,2017-0266,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0267,publiek,ok,,,ok,ok,2017-0267,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0275,publiek,ok,,,ok,ok,2017-0275,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0276,publiek,ok,,,ok,ok,2017-0276,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0277,publiek,ok,,,ok,ok,2017-0277,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0280,publiek,ok,,,ok,ok,2017-0280,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0284,publiek,ok,,,te donker; ok,ok,2017-0284$4;2017-0284$5;2017-0284$6,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0290,publiek,ok,,,ok,ok,2017-0290,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0292,publiek,ok,,,belichting verbeteren; ok,ok,2017-0292$5;2017-0292$6;2017-0292$7,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0297,publiek,ok,,,ok,ok,2017-0297,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0306,publiek,ok,,,ok,ok,2017-0306,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0307,publiek,ok,,,ok,ok,2017-0307$1;2017-0307$2;2017-0307$4,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0309,publiek,ok,,,nieuwe foto gemaakt; ok,ok,2017-0309$1;2017-0309$2;2017-0309$3,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0311,publiek,ok,,,ok,ok,2017-0311,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0320,publiek,ok,,,ok,ok,2017-0320$2;2017-0320$3,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0337,publiek,ok,,,ok,ok,2017-0337,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0338_0-4,publiek,ok,,,nieuwe foto gemaakt; ok,nummer,2017-0338_0-4$8;2017-0338_0-4$7;2017-0338_0-4$3;2017-0338_0-4$4;2017-0338_0-4$$5,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0341,publiek,ok,,,ok,ok,2017-0341,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0348,publiek,ok,,,ok,ok,2017-0348,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0349,publiek,ok,,,ok,ok,2017-0349,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0350,publiek,ok,,,ok,ok,2017-0350,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0351,publiek,ok,,,ok,ok,2017-0351,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0352,publiek,ok,,,ok,ok,2017-0352,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0353,publiek,ok,,,ok,ok,2017-0353,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0354,publiek,ok,,,ok,ok,2017-0354,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0355,publiek,ok,,,ok,ok,2017-0355,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0356,publiek,ok,,,ok,ok,2017-0356,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0357,publiek,ok,,,ok,ok,2017-0357,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0358,publiek,ok,,,ok,ok,2017-0358,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0359,publiek,ok,,,ok,ok,2017-0359,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0360,publiek,ok,,,ok,ok,2017-0360,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0361,publiek,ok,,,ok,ok,2017-0361,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0362,publiek,ok,,,ok,ok,2017-0362,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0363,publiek,ok,,,ok,ok,2017-0363,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0364,publiek,ok,,,ok,ok,2017-0364,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0365,publiek,ok,,,ok,ok,2017-0365,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0366,publiek,ok,,,ok,ok,2017-0366,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0367,publiek,ok,,,ok,ok,2017-0367,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0368,publiek,ok,,,ok,ok,2017-0368,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0369,publiek,ok,,,ok,ok,2017-0369,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0370,publiek,ok,,,ok,ok,2017-0370,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0371,publiek,ok,,,ok,ok,2017-0371,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0372,publiek,ok,,,ok,ok,2017-0372$1,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0375,publiek,ok,,,ok,ok,2017-0375,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0386_0-2,publiek,ok,,,ok,ok,2017-0386_0-2,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0387,publiek,ok,,,te donker; ok,ok,2017-0387$1,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0389,publiek,ok,,,ok,ok,2017-0389,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0393,publiek,ok,,,ok,ok,2017-0393,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0397,publiek,ok,,,ok,ok,2017-0397,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0398,publiek,ok,,,ok,ok,2017-0398,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0404,publiek,ok,,,kleur aanpassen; ok,ok,2017-0404$1,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0409,publiek,ok,,,kleur aanpassen; ok,ok,2017-0409$3;2017-0409$4,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0413,publiek,ok,,,kleur en belichting aanpassen; ok,ok,2017-0413$3;2017-0413$4,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0414,publiek,ok,,,ok,ok,2017-0414,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0415,publiek,ok,,,ok,ok,2017-0415,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0416,publiek,ok,,,ok,ok,2017-0416,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0417,publiek,ok,,,kleur en belichting aanpassen; ok,ok,2017-0417$4;2017-0417$5;2017-0417$6,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0418,publiek,ok,,,ok,ok,2017-0418$1;2017-0418$3,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0420,publiek,ok,,,ok,ok,2017-0420,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0421,publiek,ok,,,ok,ok,2017-0421,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0422,publiek,ok,,,ok,ok,2017-0422,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0423,publiek,ok,,,ok,ok,2017-0423,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0424,publiek,ok,,,ok,ok,2017-0424,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0425,publiek,ok,,,ok,ok,2017-0425,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0426,publiek,ok,,,ok,ok,2017-0426,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0427,publiek,ok,,,foto klopt niet; ok,ok,2017-0427$1,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0428,publiek,ok,,,ok,ok,2017-0428,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0429,publiek,ok,,,ok,ok,2017-0429,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0430,publiek,ok,,,ok,ok,2017-0430$2,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0431,publiek,ok,,,ok,ok,2017-0431,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0432,publiek,ok,,,ok,ok,2017-0432$1,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0433_0-2,publiek,ok,,,ok,ok,2017-0433_0-2,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0434,publiek,ok,,,ok,ok,2017-0434,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0435_0-2,publiek,ok,,,koepelfoto klopt niet; ok,ok,2017-0435_0-2$1;2017-0435_0-2$2,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0436_0-2,publiek,ok,,,nieuwe foto gemaakt!,ok,2017-0436_0-2$1,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0439,publiek,ok,,,foto verbeterd; ok,ok,2017-0439$1,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0440_0-2,publiek,ok,,,ok,ok,2017-0440_0-2,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0441,publiek,ok,,,achtergrond en kleur verbeterd; ok,ok,2017-0441$1,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0443,publiek,ok,,,kleur aanpassen; ok,ok,2017-0443$1,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0444,publiek,ok,,,kleur aanpassen; ok,ok,2017-0444$1,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0445,publiek,ok,,,foto maken zonder lint; ok,nummer,2017-0445$1;2017-0445$5;2017-0445$8,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0446_0-5,publiek,ok,,,ok,ok,2017-0446_0-5$1,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0447,publiek,ok,,,kleur aanpassen; ok,ok,2017-0447$1,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0448,publiek,ok,,,achtergrond en kleur verbeterd; ok,ok,2017-0448$1,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0449,publiek,ok,,,ok,ok,2017-0449$1,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0450,publiek,ok,,,ok,ok,2017-0450,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0451,publiek,ok,,,ok,ok,2017-0451,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0452,publiek,ok,,,ok,ok,2017-0452$1,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2017-0453,publiek,ok,,,foto verbeterd; ok,ok,2017-0453$2,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,2019-0006,publiek,ok,,,ok,ok,2019-0006,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,DMG_T_01346,publiek,ok,,,ok,ok,DMG_T_01346$1;DMG_T_01346$2,Nova*Nova,ok,,ok,ok,,
Thijs,Nova,DMG_T_01347,publiek,ok,,,foto verbeterd; ok,ok,DMG_T_01347$3;DMG_T_01347$4,Nova*Nova,ok,,ok,ok,,
Reinout,telecommunicatie,2001-0118,publiek,ok,,,,ok,2001-0118,ATEA,ok,Nokia; ATEA,ok 2023-03-16,ok 2023-03-16,,
Reinout,telecommunicatie,SCH-0159,publiek,ok,,,foto te nemen; ok,ok,SCH-0159$1;SCH-0159$2;SCH-0159$3,"Starck, Philippe*Thomson",ok,Philippe Starck,ok 2024-11-29,ok 2024-11-29,,
Reinout,telecommunicatie,3683,publiek,ok,,,,ok,3683,onbekend*onbekend,ok,,ok 2023-02-16,ok 2023-02-16,,
Reinout,telecommunicatie,3682,publiek,ok,,,,ok,3682,onbekend*onbekend,ok,,ok 2023-02-16,ok 2023-02-16,,
Reinout,telecommunicatie,3687,publiek,,,,foto te nemen,x,,,,,,,,
Reinout,telecommunicatie,3684,publiek,ok (zonder beschrijving),,,,ok,3684,Manufacture Belge de Lampes Electriques,ok,Philips,ok 2023-02-01,ok 2023-02-01,,
Reinout,telecommunicatie,3685,publiek,ok (zonder beschrijving),,,,ok,3685,Manufacture Belge de Lampes Electriques,ok,Philips,ok 2023-02-01,ok 2023-02-01,,
Reinout,telecommunicatie,DMG_T_00131_ORANJE,publiek,ok,,,,ok,DMG_T_00131_ORANJE,Bell Telephone Manufacturing Company,ok,Nokia; Bell Telephone Manufacturing Company,ok 2023-03-16,ok 2023-03-16,,
Reinout,telecommunicatie,2004-0023,publiek,ok,,,,ok,2004-0023,Ericsson Mobile Communications,ok,Ericsson Mobile Communications; Sony,ok 2023-02-01,ok 2023-02-01,,
Reinout,telecommunicatie,2008-0048,publiek,ok,,,,ok,2008-0048$1,Panasonic,ok,Panasonic,ok 2023-03-16,ok 2023-03-16,,
Reinout,telecommunicatie,2006-0021,publiek,ok,,,,ok,2006-0021$2,Siemens*Siemens,ok,Siemens,ok 2023-03-16,ok 2023-03-16,,
Reinout,telecommunicatie,2010-0105,publiek,ok,,,,ok,2010-0105$1,Siemens,ok,Siemens,ok 2023-03-16,ok 2023-03-16,,
Reinout,telecommunicatie,DMG_T_00761_ORANJE,publiek,ok,,,,ok,DMG_T_00761_ORANJE$1;DMG_T_00761_ORANJE$2,Grundig Werke,ok,Grundig Werke Gmbh,ok 2022-12-12,ok 2022-12-12,,
Reinout,telecommunicatie,DMG_T_00787_ORANJE,publiek,ok,,,,ok,DMG_T_00787_ORANJE$1;DMG_T_00787_ORANJE$2,Grundig Werke,ok,Grundig Werke Gmbh,ok 2022-12-12,ok 2022-12-12,,
Reinout,telecommunicatie,2005-0132,publiek,ok,,,,ok,2005-0132$2;2005-0132$3;2005-0132$1,Philips,ok,Philips,ok 2022-11-24,ok 2022-11-24,,
Reinout,telecommunicatie,DMG_T_00804_ORANJE,publiek,ok,,,,ok,DMG_T_00804_ORANJE$1;DMG_T_00804_ORANJE$2,Philips,ok,Philips,ok 2022-11-24,ok 2022-11-24,,
Reinout,telecommunicatie,DMG_T_00892_ORANJE,publiek,ok,,,,ok,DMG_T_00892_ORANJE$1;DMG_T_00892_ORANJE$2,Philips,ok,Philips,ok 2022-12-01,ok 2022-12-01,,
Reinout,telecommunicatie,DMG_T_01360,publiek,ok,,,,ok,DMG_T_01360$2,Philips,ok,Philips,ok 2022-11-24,ok 2022-11-24,,
Reinout,telecommunicatie,2008-0051,publiek,ok,,,,ok,2008-0051,Alcatel*Alcatel,ok,Nokia; Alcatel,ok 2023-03-16,ok 2023-03-16,,
Reinout,telecommunicatie,2010-0062,publiek,ok,,,,ok,2010-0062,CANON,ok,CANON,ok 2022-11-24,ok 2022-11-24,,
Reinout,telecommunicatie,DMG_T_00129_ORANJE,publiek,ok,,,,ok,DMG_T_00129_ORANJE,Olivetti*onbekend,ok,Olivetti,ok 2022-11-24,ok 2022-11-24,,
Reinout,telecommunicatie,DMG_T_00810_ORANJE,publiek,ok,,,,ok,DMG_T_00810_ORANJE,Xerox,ok,Xerox,ok 2023-03-16,ok 2023-03-16,,
Reinout,telecommunicatie,DMG_T_00781_ORANJE,publiek,ok,,,,ok,DMG_T_00781_ORANJE,Dual,ok,Dual,ok 2023-03-16,ok 2023-03-16,,
Reinout,telecommunicatie,DMG_T_00780_ORANJE,publiek,ok,,,,ok,DMG_T_00780_ORANJE$2;DMG_T_00780_ORANJE$1,Philips,ok,Philips,ok 2022-12-01,ok 2022-12-01,,
Reinout,telecommunicatie,DMG_T_00788_ORANJE,publiek,ok,,,,ok,DMG_T_00788_ORANJE$1;DMG_T_00788_ORANJE$2,Teppaz,ok,Teppaz; Luvanis,ok 2023-03-16,ok 2023-03-16,,
Reinout,telecommunicatie,DMG_T_00763_ORANJE,publiek,ok,,,,ok,DMG_T_00763_ORANJE$1;DMG_T_00763_ORANJE$2,Barco*BSR,ok,,ok 2023-02-01,ok 2023-02-01,,
Reinout,telecommunicatie,2016-0033_0-2,niet-publiek,ok,,,,ok,2016-0033_0-2,"Starck, Philippe*Thomson",ok,Philippe Starck,ok 2023-08-23,nvt,,
Reinout,telecommunicatie,2016-0033_1-2,publiek,ok,,,,ok,2016-0033_1-2$1,"Starck, Philippe*Thomson",ok,Philippe Starck,ok 2022-11-24,ok 2022-11-24,,
Reinout,telecommunicatie,2016-0033_2-2,publiek,ok,,,,ok,2016-0033_2-2$1;2016-0033_1-2$2,"Starck, Philippe*Thomson",ok,Philippe Starck,ok 2022-11-24,ok 2022-11-24,,
Reinout,telecommunicatie,DMG_T_00776_ORANJE,publiek,ok,,,,ok,DMG_T_00776_ORANJE,ANEX,ok,,ok 2023-02-01,ok 2023-02-01,,
Reinout,telecommunicatie,DMG_T_00766_ORANJE,publiek,ok,,,,ok,DMG_T_00766_ORANJE,ITT,ok,,ok 2023-03-16,ok 2023-03-16,,
Reinout,telecommunicatie,DMG_T_00765_ORANJE,publiek,ok,,,"nee, onscherp",x,,Philips,ok,Philips,,,,
Reinout,telecommunicatie,DMG_T_01280_ORANJE,publiek,ok,,,,ok,DMG_T_01280$1,Philips,ok,Philips,ok 2022-11-24,ok 2022-11-24,,
Reinout,telecommunicatie,DMG_T_00762_ORANJE,publiek,ok,,,,ok,DMG_T_00762_ORANJE,Sanyo Electric,ok,Panasonic,ok 2023-03-16,ok 2023-03-16,,
Reinout,telecommunicatie,SCH-0359,publiek,ok,,,foto te nemen;ok,ok,SCH-0359$1;SCH-0359$2,"Starck, Philippe*Thomson",ok,Philippe Starck,ok 2024-06-07,ok 2024-05-28,,
Reinout,telecommunicatie,2008-0054,publiek,ok,,,,ok,2008-0054$1,Grundig Werke,ok,Grundig Werke Gmbh,ok 2022-11-24,ok 2022-11-24,,
Reinout,telecommunicatie,DMG_T_00757_ORANJE,publiek,ok,,,,ok,DMG_T_00757_ORANJE,Grundig Werke,ok,Grundig Werke Gmbh,ok 2022-11-24,ok 2022-11-24,,
Reinout,telecommunicatie,DMG_T_00744_0-3_ORANJE,niet-publiek,ok,,,,ok,DMG_T_00744_0-3_ORANJE,Grundig Werke,ok,Grundig Werke Gmbh,ok 2022-11-24,nvt,,
Reinout,telecommunicatie,DMG_T_00744_1-3_ORANJE,publiek,ok,,,,ok,DMG_T_00744_1-3_ORANJE$1,Grundig Werke,ok,Grundig Werke Gmbh,ok 2022-11-24,ok 2022-11-24,,
Reinout,telecommunicatie,DMG_T_00744_2-3_ORANJE,publiek,ok,,,,ok,DMG_T_00744_2-3_ORANJE,Grundig Werke,ok,Grundig Werke Gmbh,ok 2022-11-24,ok 2022-11-24,,
Reinout,telecommunicatie,DMG_T_00744_3-3_ORANJE,niet-publiek,ok,,,,ok,DMG_T_00744_3-3_ORANJE$1,Grundig Werke,ok,Grundig Werke Gmbh,ok 2022-11-24,nvt,,
Reinout,telecommunicatie,DMG_T_00767_ORANJE,publiek,ok,,,,ok,DMG_T_00767_ORANJE,Nordmende,ok,Technicolor,ok 2023-02-01,ok 2023-02-01,,
Reinout,telecommunicatie,DMG_T_00753_ORANJE,publiek,ok,,,,ok,DMG_T_00753_ORANJE$1,Novak,ok,,ok 2023-02-01,ok 2023-02-01,,
Reinout,telecommunicatie,SCH-0144,publiek,ok,,,,ok,SCH-0144$1;SCH-0144$2,"Olivet, Jérome*Starck, Philippe*Alessi",ok,Philippe Starck,ok 2022-11-24,ok 2022-11-24,,
Reinout,telecommunicatie,SCH-0190,publiek,ok,,,foto te nemen;ok,ok,SCH-0190$1;SCH-0190$2;SCH-0190$3,"crasset, matali*Starck, Philippe*Thomson*Lexon",deels geklaard,matali crasset; Philippe Starck,,,,
Reinout,telecommunicatie,DMG_T_00740_ORANJE,publiek,ok,,,,ok,DMG_T_00740_ORANJE$1,Philips,ok,Philips,ok 2022-12-12,ok 2022-12-12,,
Reinout,telecommunicatie,DMG_T_00743_ORANJE,publiek,ok,,,,ok,DMG_T_00743_ORANJE$1,Philips,ok,Philips,ok 2022-11-24,ok 2022-11-24,,
Reinout,telecommunicatie,2001-0120,publiek,ok,,,,ok,2001-0120,Philips,ok,Philips,ok 2022-11-24,ok 2022-11-24,,
Reinout,telecommunicatie,DMG_T_00742_ORANJE,publiek,ok,,,,ok,DMG_T_00742_ORANJE$1,Philips,ok,Philips,ok 2022-11-24,ok 2022-11-24,,
Reinout,telecommunicatie,DMG_T_00754_ORANJE,publiek,ok,,,,ok,DMG_T_00754_ORANJE,Philips,ok,Philips,ok 2022-11-24,ok 2022-11-24,,
Reinout,telecommunicatie,DMG_T_00797_ORANJE,publiek,ok,,,,ok,DMG_T_00797_ORANJE,Philips,ok,Philips,ok 2022-11-24,ok 2022-11-24,,
Reinout,telecommunicatie,DMG_T_01258_ORANJE,publiek,ok,,,foto te nemen,x,,Philips,ok,Philips,,,,
Reinout,telecommunicatie,DMG_T_00745_ORANJE,publiek,ok,,,,ok,DMG_T_00745_ORANJE$1,RCA,ok,,ok 2023-02-01,ok 2023-02-01,,
Reinout,telecommunicatie,DMG_T_00746_ORANJE,publiek,ok,,,,ok,DMG_T_00746_ORANJE,Siemens,ok,Siemens,ok 2023-03-16,ok 2023-03-16,,
Reinout,telecommunicatie,SCH-0119,publiek,ok,,,foto te nemen;ok,ok,SCH-0119$1;SCH-0119$2;SCH-0119$3,"Starck, Philippe*Borgonovo, Alberto*Thomson",ok,Philippe Starck,ok 2024-06-07,ok 2024-05-28,,
Reinout,telecommunicatie,SCH-0143,publiek,ok,,,,ok,SCH-0143$1;SCH-0143$2,"Starck, Philippe*Thomson",ok,Philippe Starck,ok 2022-12-20,ok 2022-12-20,,
Reinout,telecommunicatie,SCH-0149,publiek,ok,,,foto te nemen;ok,ok,SCH-0149$1;SCH-0149$2;SCH-0149$3,"Starck, Philippe*Telefunken",ok,Philippe Starck,ok 2025-01-30,ok 2025-01-30,,
Reinout,telecommunicatie,SCH-0161,publiek,ok,,,foto te nemen; ok,ok,SCH-0161$1;SCH-0161$2,"Starck, Philippe*Jourdan, Éric*SABA",ok,Philippe Starck,ok 2024-06-07,ok 2024-05-28,,
Reinout,telecommunicatie,DMG_T_00751_ORANJE,publiek,ok,,,ok,ok,DMG_T_00751_ORANJE$1,The Gramophone Company,ok,,ok 2023-02-01,ok 2023-02-01,,
Reinout,telecommunicatie,DMG_T_00741_ORANJE,publiek,ok,,,ok,ok,DMG_T_00741_ORANJE$1,Wega,ok,,ok 2023-02-01,ok 2023-02-01,,
Reinout,telecommunicatie,SCH-0120,publiek,ok,,,foto te nemen,x,,"Starck, Philippe*Thomson",ok,Philippe Starck,,,,
