,object_number,rights,attribution
3382,1978-0070,CC0 1.0,
3383,1978-0071_0-2,CC0 1.0,
3384,1978-0071_1-2,CC0 1.0,
3385,1978-0071_2-2,CC0 1.0,
3386,1978-0072_0-2,CC0 1.0,
3387,1978-0072_1-2,CC0 1.0,
3388,1978-0072_2-2,CC0 1.0,
3389,1978-0073,CC0 1.0,
3390,1978-0074,Copyright Status Not Evaluated,
3391,1978-0075,Copyright Status Not Evaluated,
3392,1978-0076,Copyright Status Not Evaluated,
3393,1978-0077,Copyright Status Not Evaluated,
3394,1978-0078,Copyright Status Not Evaluated,
3395,1978-0079,CC0 1.0,
3396,1978-0080,Copyright Status Not Evaluated,
3397,1978-0081,Copyright Status Not Evaluated,
3398,1978-0082,Copyright Status Not Evaluated,
3399,1978-0083,Copyright Status Not Evaluated,
3400,1978-0084,Copyright Status Not Evaluated,
3401,1978-0085,Copyright Status Not Evaluated,
3402,1978-0086,Copyright Status Not Evaluated,
3403,1978-0087,CC0 1.0,
3404,1978-0088,Copyright Status Not Evaluated,
3405,1978-0089,CC0 1.0,
3406,1978-0090,Copyright Status Not Evaluated,
3407,1978-0091,Copyright Status Not Evaluated,
3408,1978-0092,Copyright Status Not Evaluated,
3409,1978-0093,Copyright Status Not Evaluated,
3410,1978-0094,Copyright Status Not Evaluated,
3411,1978-0095,Copyright Status Not Evaluated,
3412,1978-0096,Copyright Status Not Evaluated,
3413,1978-0097,CC BY-NC-ND 4.0,Lut Lenoir
3414,1978-0098,CC BY-NC-ND 4.0,Ingrid Six
3415,1978-0099,CC0 1.0,
3416,1978-0100,Copyright Status Not Evaluated,
3417,1978-0101,Copyright Status Not Evaluated,
3418,1978-0102_0-5,CC BY-NC-ND 4.0,Achiel Pauwels
3419,1978-0102_1-5,CC BY-NC-ND 4.0,Achiel Pauwels
3420,1978-0102_2-5,CC BY-NC-ND 4.0,Achiel Pauwels
3421,1978-0102_3-5,CC BY-NC-ND 4.0,Achiel Pauwels
3422,1978-0102_4-5,CC BY-NC-ND 4.0,Achiel Pauwels
3423,1978-0102_5-5,CC BY-NC-ND 4.0,Achiel Pauwels
3424,1978-0103,CC BY-NC-ND 4.0,Carmen Dionyse
3425,1978-0104,CC BY-NC-ND 4.0,Carmen Dionyse
3426,1978-0105,CC BY-NC-ND 4.0,Carmen Dionyse
3427,1978-0106_00-22,CC0 1.0,
3428,1978-0106_01-22,CC0 1.0,
3429,1978-0106_02-22,CC0 1.0,
3430,1978-0106_03-22,CC0 1.0,
3431,1978-0106_04-22,CC0 1.0,
3432,1978-0106_05-22,CC0 1.0,
3433,1978-0106_06-22,CC0 1.0,
3434,1978-0106_07-22,CC0 1.0,
3435,1978-0106_08-22,Copyright Status Not Evaluated,
3436,1978-0106_09-22,CC0 1.0,
3437,1978-0106_10-22,CC0 1.0,
3438,1978-0106_11-22,CC0 1.0,
3439,1978-0106_12-22,CC0 1.0,
3440,1978-0106_13-22,CC0 1.0,
3441,1978-0106_14-22,CC0 1.0,
3442,1978-0106_15-22,CC0 1.0,
3443,1978-0106_16-22,CC0 1.0,
3444,1978-0106_17-22,CC0 1.0,
3445,1978-0106_18-22,CC0 1.0,
3446,1978-0106_19-22,CC0 1.0,
3447,1978-0106_20-22,CC0 1.0,
3448,1978-0106_21-22,CC0 1.0,
3449,1978-0106_22-22,CC0 1.0,
3450,1978-0107,CC0 1.0,
3451,1979,CC0 1.0,
3452,1979-0001,CC0 1.0,
3453,1979-0002,CC0 1.0,
3454,1979-0003,CC BY-NC-ND 4.0,Yvette Lauwaert
3455,1979-0004,CC BY-NC-ND 4.0,Yvette Lauwaert
3456,1979-0005,Copyright Status Not Evaluated,
3457,1979-0006,Copyright Status Not Evaluated,
3458,1979-0007,Copyright Status Not Evaluated,
3459,1979-0008_0-5,CC0 1.0,
3460,1979-0008_1-5,CC0 1.0,
3461,1979-0008_2-5,CC0 1.0,
3462,1979-0008_3-5,CC0 1.0,
3463,1979-0008_4-5,CC0 1.0,
3464,1979-0008_5-5,CC0 1.0,
3465,1979-0009,Copyright Status Not Evaluated,
3466,1979-0010,CC0 1.0,
3467,1979-0011,CC0 1.0,
3468,1979-0012_00-16,CC0 1.0,
3469,1979-0012_01-16,CC0 1.0,
3470,1979-0012_02-16,CC0 1.0,
3471,1979-0012_03-16,CC0 1.0,
3472,1979-0012_04-16,CC0 1.0,
3473,1979-0012_05-16,CC0 1.0,
3474,1979-0012_06-16,CC0 1.0,
3475,1979-0012_07-16,CC0 1.0,
3476,1979-0012_08-16,CC0 1.0,
3477,1979-0012_09-16,CC0 1.0,
3478,1979-0012_10-16,CC0 1.0,
3479,1979-0012_11-16,CC0 1.0,
3480,1979-0012_12-16,CC0 1.0,
3481,1979-0012_13-16,CC0 1.0,
3482,1979-0012_14-16,CC0 1.0,
3483,1979-0012_15-16,CC0 1.0,
3484,1979-0012_16-16,CC0 1.0,
3485,1979-0013_00-25,CC0 1.0,
3486,1979-0013_01-25_0,CC0 1.0,
3487,1979-0013_01-25_1,CC0 1.0,
3488,1979-0013_01-25_2,CC0 1.0,
3489,1979-0013_01-25_3,CC0 1.0,
3490,1979-0013_01-25_4,CC0 1.0,
3491,1979-0013_02-25,CC0 1.0,
3492,1979-0013_03-25,CC0 1.0,
3493,1979-0013_04-25,CC0 1.0,
3494,1979-0013_05-25,CC0 1.0,
3495,1979-0013_06-25,CC0 1.0,
3496,1979-0013_07-25,CC0 1.0,
3497,1979-0013_08-25,CC0 1.0,
3498,1979-0013_09-25,CC0 1.0,
3499,1979-0013_10-25,CC0 1.0,
3500,1979-0013_11-25,CC0 1.0,
3501,1979-0013_12-25,CC0 1.0,
3502,1979-0013_13-25,CC0 1.0,
3503,1979-0013_14-25,CC0 1.0,
3504,1979-0013_15-25,CC0 1.0,
3505,1979-0013_16-25,CC0 1.0,
3506,1979-0013_17-25,CC0 1.0,
3507,1979-0013_18-25,CC0 1.0,
3508,1979-0013_19-25,CC0 1.0,
3509,1979-0013_20-25,CC0 1.0,
3510,1979-0013_21-25,CC0 1.0,
3511,1979-0013_22-25,CC0 1.0,
3512,1979-0013_23-25,CC0 1.0,
3513,1979-0013_24-25,CC0 1.0,
3514,1979-0013_25-25,CC0 1.0,
3515,1979-0014,CC0 1.0,
3516,1979-0015,CC0 1.0,
3517,1979-0016,Copyright Status Not Evaluated,
3518,1979-0017_0-5,CC0 1.0,
3519,1979-0017_1-5,CC0 1.0,
3520,1979-0017_2-5,CC0 1.0,
3521,1979-0017_3-5,CC0 1.0,
3522,1979-0017_4-5,CC0 1.0,
3523,1979-0017_5-5,CC0 1.0,
3524,1980,CC0 1.0,
3525,1980-0001,CC BY-NC-ND 4.0,Floris Meydam; Royal Leerdam Crystal
3526,1980-0002,CC BY-NC-ND 4.0,Floris Meydam; Royal Leerdam Crystal
3527,1980-0003,CC BY-NC-ND 4.0,Floris Meydam; Royal Leerdam Crystal
3528,1980-0004,CC BY-NC-ND 4.0,Floris Meydam; Royal Leerdam Crystal
3529,1980-0005,CC BY-NC-ND 4.0,Floris Meydam; Royal Leerdam Crystal
3530,1980-0006,In Copyright,Sybren Valkema
3531,1980-0007,In Copyright,Sybren Valkema
3532,1980-0008,CC BY-NC-ND 4.0,Richard Meitner
3533,1980-0009,CC BY-NC-ND 4.0,Richard Meitner
3534,1980-0010,CC BY-NC-ND 4.0,Mieke Groot
3535,1980-0011,CC BY-NC-ND 4.0,Mieke Groot
3536,1980-0012,CC0 1.0,
3537,1980-0013,CC0 1.0,
3538,1980-0014,CC0 1.0,
3539,1980-0015,CC0 1.0,
3540,1980-0016,CC0 1.0,
3541,1980-0017,CC0 1.0,
3542,1980-0018,CC0 1.0,
3543,1980-0019,CC0 1.0,
3544,1980-0020,CC0 1.0,
3545,1980-0021,CC0 1.0,
3546,1980-0022,CC0 1.0,
3547,1980-0023,CC0 1.0,
3548,1980-0024,CC0 1.0,
3549,1980-0025,CC0 1.0,
3550,1980-0026,CC0 1.0,
3551,1980-0027,CC0 1.0,
3552,1980-0028,CC0 1.0,
3553,1980-0029,CC0 1.0,
3554,1980-0030,CC0 1.0,
3555,1980-0031,CC0 1.0,
3556,1980-0032,CC0 1.0,
3557,1980-0033,CC0 1.0,
3558,1980-0034,CC0 1.0,
3559,1980-0035,CC0 1.0,
3560,1980-0036,CC0 1.0,
3561,1980-0037,CC0 1.0,
3562,1980-0038,CC0 1.0,
3563,1980-0039,CC0 1.0,
3564,1980-0040,CC0 1.0,
3565,1980-0041,CC0 1.0,
3566,1980-0042,CC0 1.0,
3567,1980-0043,CC0 1.0,
3568,1980-0044,CC0 1.0,
3569,1980-0045,CC0 1.0,
3570,1980-0046,CC0 1.0,
3571,1980-0047,CC0 1.0,
3572,1980-0048,CC0 1.0,
3573,1980-0049,CC0 1.0,
3574,1980-0050,CC0 1.0,
3575,1980-0051,CC0 1.0,
3576,1980-0052,CC0 1.0,
3577,1980-0053,CC0 1.0,
3578,1980-0054,CC0 1.0,
3579,1980-0055,CC0 1.0,
3580,1980-0056,CC0 1.0,
3581,1980-0057,CC0 1.0,
3582,1980-0058,CC0 1.0,
3583,1980-0059,CC0 1.0,
3584,1980-0060,CC0 1.0,
3585,1980-0061,CC0 1.0,
3586,1980-0062,CC0 1.0,
3587,1980-0063,CC0 1.0,
3588,1980-0064,CC0 1.0,
3589,1980-0065,CC0 1.0,
3590,1980-0066,CC0 1.0,
3591,1980-0067,CC0 1.0,
3592,1980-0068,CC0 1.0,
3593,1980-0070,CC0 1.0,
3594,1980-0071,CC0 1.0,
3595,1980-0072,CC0 1.0,
3596,1980-0073,CC0 1.0,
3597,1980-0074,CC0 1.0,
3598,1980-0075,CC0 1.0,
3599,1980-0076,CC0 1.0,
3600,1980-0077,CC0 1.0,
3601,1980-0078,CC0 1.0,
3602,1980-0079,CC0 1.0,
3603,1980-0080,CC0 1.0,
3604,1980-0081,CC0 1.0,
3605,1980-0082,CC0 1.0,
3606,1980-0083,CC0 1.0,
3607,1980-0084,CC0 1.0,
3608,1980-0085,CC0 1.0,
3609,1980-0086,CC0 1.0,
3610,1980-0087,CC0 1.0,
3611,1980-0088,CC0 1.0,
3612,1980-0089,CC0 1.0,
3613,1980-0090,CC0 1.0,
3614,1980-0091,CC0 1.0,
3615,1980-0092,CC0 1.0,
3616,1980-0093,CC0 1.0,
3617,1980-0094,CC0 1.0,
3618,1980-0095,CC0 1.0,
3619,1980-0096,CC0 1.0,
3620,1980-0097,CC0 1.0,
3621,1980-0098,CC0 1.0,
3622,1980-0099,CC0 1.0,
3623,1980-0100,CC0 1.0,
3624,1980-0101,CC0 1.0,
3625,1980-0102,CC0 1.0,
3626,1980-0103,CC0 1.0,
3627,1980-0104,CC0 1.0,
3628,1980-0105,CC0 1.0,
3629,1980-0106,CC0 1.0,
3630,1980-0107,CC0 1.0,
3631,1980-0108,CC0 1.0,
3632,1980-0109,CC0 1.0,
3633,1980-0110,CC0 1.0,
3634,1980-0111,CC0 1.0,
3635,1980-0112,CC0 1.0,
3636,1980-0113,CC0 1.0,
3637,1980-0114,CC0 1.0,
3638,1980-0115,CC0 1.0,
3639,1980-0116,CC0 1.0,
3640,1980-0117,CC0 1.0,
3641,1980-0118,CC0 1.0,
3642,1980-0119,CC0 1.0,
3643,1980-0120,CC0 1.0,
3644,1980-0121,CC0 1.0,
3645,1980-0122,CC0 1.0,
3646,1980-0123,CC0 1.0,
3647,1980-0124,CC0 1.0,
3648,1980-0125,CC0 1.0,
3649,1980-0126,CC0 1.0,
3650,1980-0127,CC0 1.0,
3651,1980-0128,CC0 1.0,
3652,1980-0129,CC0 1.0,
3653,1980-0130,CC0 1.0,
3654,1980-0131,CC0 1.0,
3655,1980-0132,CC0 1.0,
3656,1980-0133,CC0 1.0,
3657,1980-0134,CC0 1.0,
3658,1980-0135,CC0 1.0,
3659,1980-0136,CC0 1.0,
3660,1980-0137,CC0 1.0,
3661,1980-0138,CC0 1.0,
3662,1980-0139,CC0 1.0,
3663,1980-0140,CC0 1.0,
3664,1980-0141,CC0 1.0,
3665,1980-0142,CC0 1.0,
3666,1980-0143,CC0 1.0,
3667,1980-0144,CC0 1.0,
3668,1980-0145,CC0 1.0,
3669,1980-0146,CC0 1.0,
3670,1980-0147,CC0 1.0,
3671,1980-0148,CC0 1.0,
3672,1980-0149,CC0 1.0,
3673,1980-0150,CC0 1.0,
3674,1980-0151,CC0 1.0,
3675,1980-0152,CC0 1.0,
3676,1980-0153,CC0 1.0,
3677,1980-0154,CC0 1.0,
3678,1980-0155,CC0 1.0,
3679,1980-0156,CC0 1.0,
3680,1980-0157,CC0 1.0,
3681,1980-0158,CC0 1.0,
3682,1980-0159,CC0 1.0,
3683,1980-0160,CC0 1.0,
3684,1980-0161,CC0 1.0,
3685,1980-0162,CC0 1.0,
3686,1980-0163,CC0 1.0,
3687,1980-0164,CC0 1.0,
3688,1980-0165,CC0 1.0,
3689,1980-0166,CC0 1.0,
3690,1980-0167,CC0 1.0,
3691,1980-0168,CC0 1.0,
3692,1980-0169,CC0 1.0,
3693,1980-0170,CC0 1.0,
3694,1980-0171,CC0 1.0,
3695,1980-0172,CC0 1.0,
3696,1980-0173,CC0 1.0,
3697,1980-0174,CC0 1.0,
3698,1980-0175,CC0 1.0,
3699,1980-0176,CC0 1.0,
3700,1980-0177,CC0 1.0,
3701,1980-0178,CC0 1.0,
3702,1980-0179,CC0 1.0,
3703,1980-0180,CC0 1.0,
3704,1980-0181,CC0 1.0,
3705,1980-0182,CC0 1.0,
3706,1980-0183,CC0 1.0,
3707,1980-0184,CC0 1.0,
3708,1980-0185,CC0 1.0,
3709,1980-0186,CC0 1.0,
3710,1980-0187,CC0 1.0,
3711,1980-0188,CC0 1.0,
3712,1980-0189,Copyright Status Not Evaluated,
3713,1980-0190,CC0 1.0,
3714,1980-0191,CC0 1.0,
3715,1980-0192,CC0 1.0,
3716,1980-0193,CC0 1.0,
3717,1980-0194,CC0 1.0,
3718,1980-0195,CC0 1.0,
3719,1980-0196,CC0 1.0,
3720,1980-0197,CC0 1.0,
3721,1980-0198,CC0 1.0,
3722,1980-0199,CC0 1.0,
3723,1980-0200,CC0 1.0,
3724,1980-0201,CC0 1.0,
3725,1980-0202,CC0 1.0,
3726,1980-0203,CC0 1.0,
3727,1980-0204,CC0 1.0,
3728,1980-0205,CC0 1.0,
3729,1980-0206,CC0 1.0,
3730,1980-0207,CC0 1.0,
3731,1980-0208,CC0 1.0,
3732,1980-0209,CC0 1.0,
3733,1980-0210,CC0 1.0,
3734,1980-0211,CC0 1.0,
3735,1980-0212,CC0 1.0,
3736,1980-0213,CC0 1.0,
3737,1980-0214,CC0 1.0,
3738,1980-0215,CC0 1.0,
3739,1980-0216,CC0 1.0,
3740,1980-0217,CC0 1.0,
3741,1980-0218,CC0 1.0,
3742,1980-0219,CC0 1.0,
3743,1980-0220,CC0 1.0,
3744,1980-0221,CC0 1.0,
3745,1980-0222,CC0 1.0,
3746,1980-0223,CC0 1.0,
3747,1980-0224,CC0 1.0,
3748,1980-0225,CC0 1.0,
3749,1980-0226,CC0 1.0,
3750,1980-0227,CC0 1.0,
3751,1980-0228,CC0 1.0,
3752,1980-0229,CC0 1.0,
3753,1980-0230,CC0 1.0,
3754,1980-0231,CC0 1.0,
3755,1980-0232,CC0 1.0,
3756,1980-0233,CC0 1.0,
3757,1980-0234,CC0 1.0,
3758,1980-0235,CC0 1.0,
3759,1980-0236,CC0 1.0,
3760,1980-0237,CC0 1.0,
3761,1980-0238,CC0 1.0,
3762,1980-0239,CC0 1.0,
3763,1980-0240,CC0 1.0,
3764,1980-0241,CC0 1.0,
3765,1980-0242,CC0 1.0,
3766,1980-0243,CC0 1.0,
3767,1980-0244,CC0 1.0,
3768,1980-0245,CC0 1.0,
3769,1980-0246,CC0 1.0,
3770,1980-0247,CC0 1.0,
3771,1980-0248,CC0 1.0,
3772,1980-0249,CC0 1.0,
3773,1980-0250,CC0 1.0,
3774,1980-0251,Copyright Status Not Evaluated,
3775,1980-0252,CC0 1.0,
3776,1980-0253,CC0 1.0,
3777,1980-0254,In Copyright - unknown rightsholder,
3778,1980-0255,CC0 1.0,
3779,1980-0256,CC0 1.0,
3780,1980-0257,CC0 1.0,
3781,1980-0258,CC0 1.0,
3782,1980-0259,CC0 1.0,
3783,1980-0260,CC0 1.0,
3784,1980-0261,CC0 1.0,
3785,1980-0262,CC0 1.0,
3786,1980-0263,CC0 1.0,
3787,1980-0264_0-2,CC0 1.0,
3788,1980-0264_1-2,CC0 1.0,
3789,1980-0264_2-2,CC0 1.0,
3790,1980-0265,CC0 1.0,
3791,1980-0266,CC0 1.0,
3792,1980-0267,CC0 1.0,
3793,1980-0268,CC0 1.0,
3794,1980-0269,CC0 1.0,
3795,1980-0270,CC0 1.0,
3796,1980-0271,CC0 1.0,
3797,1980-0272,CC0 1.0,
3798,1980-0273,CC0 1.0,
3799,1980-0275,CC0 1.0,
3800,1980-0276,CC0 1.0,
3801,1980-0277,CC0 1.0,
3802,1980-0278,CC0 1.0,
3803,1980-0279,CC0 1.0,
3804,1980-0280,CC0 1.0,
3805,1980-0281,CC0 1.0,
3806,1980-0282,CC0 1.0,
3807,1980-0283,CC0 1.0,
3808,1980-0284,CC0 1.0,
3809,1980-0285,CC0 1.0,
3810,1980-0286,CC0 1.0,
3811,1980-0287,CC0 1.0,
3812,1980-0288,CC0 1.0,
3813,1980-0289,CC0 1.0,
3814,1980-0291,CC0 1.0,
3815,1980-0292,CC0 1.0,
3816,1980-0293,CC0 1.0,
3817,1980-0294,CC0 1.0,
3818,1980-0295,CC0 1.0,
3819,1980-0296,CC0 1.0,
3820,1980-0297,Copyright Status Not Evaluated,
3821,1980-0298,Copyright Status Not Evaluated,
3822,1980-0299,CC0 1.0,
3823,1980-0300,CC0 1.0,
3824,1980-0301,CC0 1.0,
3825,1980-0302,CC0 1.0,
3826,1980-0303,In Copyright,Henry Van de Velde
3827,1980-0304,In Copyright,Henry Van de Velde
3828,1980-0305_0-7,Copyright Status Not Evaluated,
3829,1980-0305_1-7,Copyright Status Not Evaluated,
3830,1980-0305_2-7,Copyright Status Not Evaluated,
3831,1980-0305_3-7,Copyright Status Not Evaluated,
3832,1980-0305_4-7,Copyright Status Not Evaluated,
3833,1980-0305_5-7,Copyright Status Not Evaluated,
3834,1980-0305_6-7,Copyright Status Not Evaluated,
3835,1980-0305_7-7,Copyright Status Not Evaluated,
3836,1980-0306_0,In Copyright,Henry Van de Velde
3837,1980-0306_1,In Copyright,Henry Van de Velde
3838,1980-0306_10,In Copyright,Henry Van de Velde
3839,1980-0306_11,In Copyright,Henry Van de Velde
3840,1980-0306_12,In Copyright,Henry Van de Velde
3841,1980-0306_13,In Copyright,Henry Van de Velde
3842,1980-0306_14,In Copyright,Henry Van de Velde
3843,1980-0306_15,In Copyright,Henry Van de Velde
3844,1980-0306_16,In Copyright,Henry Van de Velde
3845,1980-0306_2,In Copyright,Henry Van de Velde
3846,1980-0306_3,In Copyright,Henry Van de Velde
3847,1980-0306_4,In Copyright,Henry Van de Velde
3848,1980-0306_5,In Copyright,Henry Van de Velde
3849,1980-0306_6,In Copyright,Henry Van de Velde
3850,1980-0306_7,In Copyright,Henry Van de Velde
3851,1980-0306_8,In Copyright,Henry Van de Velde
3852,1980-0306_9,In Copyright,Henry Van de Velde
3853,1980-0307_0-2,CC0 1.0,
3854,1980-0307_1-2,CC0 1.0,
3855,1980-0307_2-2,CC0 1.0,
3856,1980-0308_0-2,CC0 1.0,
3857,1980-0308_1-2,CC0 1.0,
3858,1980-0308_2-2,CC0 1.0,
3859,1980-0309_0-9,CC0 1.0,
3860,1980-0309_1-9,CC0 1.0,
3861,1980-0309_2-9,CC0 1.0,
3862,1980-0309_3-9,CC0 1.0,
3863,1980-0309_4-9,CC0 1.0,
3864,1980-0309_5-9,CC0 1.0,
3865,1980-0309_6-9,CC0 1.0,
3866,1980-0309_7-9,CC0 1.0,
3867,1980-0309_8-9,CC0 1.0,
3868,1980-0309_9-9,CC0 1.0,
3869,1980-0310,CC BY-NC-ND 4.0,Jos De Mey
3870,1980-0311,CC0 1.0,
3871,1980-0312,CC0 1.0,
3872,1980-0313,CC0 1.0,
3873,1980-0314,CC0 1.0,
3874,1980-0315,Copyright Status Not Evaluated,
3875,1980-0316,CC0 1.0,
3876,1980-0317,Copyright Status Not Evaluated,
3877,1980-0318,Copyright Status Not Evaluated,
3878,1980-0319,Copyright Status Not Evaluated,
3879,1980-0320,Copyright Status Not Evaluated,
3880,1980-0321,Copyright Status Not Evaluated,
3881,1980-0322,Copyright Status Not Evaluated,
3882,1980-0323,Copyright Status Not Evaluated,
3883,1980-0324,Copyright Status Not Evaluated,
3884,1980-0325,Copyright Status Not Evaluated,
3885,1980-0326,Copyright Status Not Evaluated,
3886,1980-0327,Copyright Status Not Evaluated,
3887,1980-0328,Copyright Status Not Evaluated,
3888,1980-0329,Copyright Status Not Evaluated,
3889,1980-0330,Copyright Status Not Evaluated,
3890,1980-0331,Copyright Status Not Evaluated,
3891,1980-0332,Copyright Status Not Evaluated,
3892,1980-0333,Copyright Status Not Evaluated,
3893,1980-0334,Copyright Status Not Evaluated,
3894,1980-0335,Copyright Status Not Evaluated,
3895,1980-0336,Copyright Status Not Evaluated,
3896,1980-0337,Copyright Status Not Evaluated,
3897,1980-0338,Copyright Status Not Evaluated,
3898,1980-0339,Copyright Status Not Evaluated,
3899,1980-0340,Copyright Status Not Evaluated,
3900,1980-0341,Copyright Status Not Evaluated,
3901,1980-0342,Copyright Status Not Evaluated,
3902,1980-0343,Copyright Status Not Evaluated,
3903,1980-0344,Copyright Status Not Evaluated,
3904,1980-0345,Copyright Status Not Evaluated,
3905,1980-0346,CC0 1.0,
3906,1981_0-2,Copyright Status Not Evaluated,
3907,1981_1-2,Copyright Status Not Evaluated,
3908,1981_2-2,Copyright Status Not Evaluated,
3909,1981-0001_0-3,CC0 1.0,
3910,1981-0001_1-3,CC0 1.0,
3911,1981-0001_2-3,CC0 1.0,
3912,1981-0001_3-3,CC0 1.0,
3913,1981-0002,CC0 1.0,
3914,1981-0003_0-2,CC0 1.0,
3915,1981-0003_1-2,CC0 1.0,
3916,1981-0003_2-2,CC0 1.0,
3917,1981-0004_0,CC0 1.0,
3918,1981-0004_1,CC0 1.0,
3919,1981-0004_2,CC0 1.0,
3920,1981-0004_3,CC0 1.0,
3921,1981-0005,CC0 1.0,
3922,1981-0006_0-2,CC0 1.0,
3923,1981-0006_1-2,CC0 1.0,
3924,1981-0006_2-2,CC0 1.0,
3925,1981-0007_0-6,CC0 1.0,
3926,1981-0007_1-6,CC0 1.0,
3927,1981-0007_2-6,CC0 1.0,
3928,1981-0007_3-6,CC0 1.0,
3929,1981-0007_4-6,CC0 1.0,
3930,1981-0007_5-6,CC0 1.0,
3931,1981-0007_6-6,CC0 1.0,
3932,1981-0008,In Copyright,Henry Van de Velde
3933,1981-0009,In Copyright,Henry Van de Velde
3934,1981-0010,In Copyright,Henry Van de Velde
3935,1981-0011,In Copyright,Henry Van de Velde
3936,1981-0012,In Copyright,Henry Van de Velde
3937,1981-0013,In Copyright,Henry Van de Velde
3938,1981-0014,In Copyright,Henry Van de Velde
3939,1981-0015,In Copyright,Henry Van de Velde
3940,1981-0016,In Copyright,Henry Van de Velde
3941,1981-0017,In Copyright,Henry Van de Velde
3942,1981-0018,In Copyright,Henry Van de Velde
3943,1981-0019,In Copyright,Henry Van de Velde
3944,1981-0020,In Copyright,Henry Van de Velde
3945,1981-0021,CC0 1.0,
3946,1981-0022,In Copyright,Henry Van de Velde
3947,1981-0023,CC0 1.0,
3948,1981-0024,Copyright Status Not Evaluated,
3949,1981-0025,Copyright Status Not Evaluated,
3950,1981-0026,Copyright Status Not Evaluated,
3951,1981-0027,CC BY-NC-ND 4.0,Maria Teresa Kuczyńska
3952,1981-0028,CC BY-NC-ND 4.0,Maria Teresa Kuczyńska
3953,1981-0029,CC BY-NC-ND 4.0,Carlo Zauli
3954,1981-0030,CC BY-NC-ND 4.0,Imre Schrammel
3955,1981-0031,CC BY-NC-ND 4.0,Imre Schrammel
3956,1981-0032,CC BY-NC-ND 4.0,Alev Siesbye
3957,1981-0034,CC BY-NC-ND 4.0,Alev Siesbye
3958,1981-0035,CC BY-NC-ND 4.0,Kurt Spurey
3959,1981-0036,CC BY-NC-ND 4.0,Anne van der Waerden
3960,1981-0037,CC BY-NC-ND 4.0,Sandra Blain
3961,1981-0038,CC BY-NC-ND 4.0,Sandra Blain
3962,1981-0039,CC0 1.0,
3963,1981-0040,CC0 1.0,
3964,1981-0041,CC0 1.0,
3965,1981-0042,CC0 1.0,
3966,1981-0043_0,CC0 1.0,
3967,1981-0043_1_1-5,CC0 1.0,
3968,1981-0043_1_2-5,CC0 1.0,
3969,1981-0043_1_3-5,CC0 1.0,
3970,1981-0043_1_4-5,CC0 1.0,
3971,1981-0043_1_5-5,CC0 1.0,
3972,1981-0043_2_01-11,CC0 1.0,
3973,1981-0043_2_02-11,CC0 1.0,
3974,1981-0043_2_03-11,CC0 1.0,
3975,1981-0043_2_04-11,CC0 1.0,
3976,1981-0043_2_05-11,CC0 1.0,
3977,1981-0043_2_06-11,CC0 1.0,
3978,1981-0043_2_07-11,CC0 1.0,
3979,1981-0043_2_08-11,CC0 1.0,
3980,1981-0043_2_09-11,CC0 1.0,
3981,1981-0043_2_10-11,CC0 1.0,
3982,1981-0043_2_11-11,CC0 1.0,
3983,1981-0043_3_1-3,CC0 1.0,
3984,1981-0043_3_2-3,CC0 1.0,
3985,1981-0043_3_3-3,CC0 1.0,
3986,1981-0043_4_1-4,CC0 1.0,
3987,1981-0043_4_2-4,Copyright Status Not Evaluated,
3988,1981-0043_4_3-4,CC0 1.0,
3989,1981-0043_4_4-4,CC0 1.0,
3990,1981-0043_5_1-3,CC0 1.0,
3991,1981-0043_5_2-3,CC0 1.0,
3992,1981-0043_5_3-3,CC0 1.0,
3993,1981-0043_6,CC0 1.0,
3994,1981-0044,CC BY-NC-ND 4.0,Arne Jacobsen
3995,1981-0045_0-7,CC BY-NC-ND 4.0,Arne Jacobsen
3996,1981-0045_1-7,CC BY-NC-ND 4.0,Arne Jacobsen
3997,1981-0045_2-7,CC BY-NC-ND 4.0,Arne Jacobsen
3998,1981-0045_3-7,CC BY-NC-ND 4.0,Arne Jacobsen
3999,1981-0045_4-7,CC BY-NC-ND 4.0,Arne Jacobsen
4000,1981-0045_5-7,CC BY-NC-ND 4.0,Arne Jacobsen
4001,1981-0045_6-7,CC BY-NC-ND 4.0,Arne Jacobsen
4002,1981-0045_7-7,CC BY-NC-ND 4.0,Arne Jacobsen
4003,1981-0046_0-3,Copyright Status Not Evaluated,
4004,1981-0046_1-3,Copyright Status Not Evaluated,
4005,1981-0046_2-3,Copyright Status Not Evaluated,
4006,1981-0046_3-3,Copyright Status Not Evaluated,
4007,1981-0047_0,Copyright Status Not Evaluated,
4008,1981-0047_1,Copyright Status Not Evaluated,
4009,1981-0047_2_0,Copyright Status Not Evaluated,
4010,1981-0047_2_1,Copyright Status Not Evaluated,
4011,1981-0047_2_2,Copyright Status Not Evaluated,
4012,1981-0047_2_3,Copyright Status Not Evaluated,
4013,1981-0047_3_0,Copyright Status Not Evaluated,
4014,1981-0047_3_1,Copyright Status Not Evaluated,
4015,1981-0047_3_2,Copyright Status Not Evaluated,
4016,1981-0047_4_0,Copyright Status Not Evaluated,
4017,1981-0047_4_1,Copyright Status Not Evaluated,
4018,1981-0047_4_2,Copyright Status Not Evaluated,
4019,1981-0047_4_3,Copyright Status Not Evaluated,
4020,1981-0047_4_4,Copyright Status Not Evaluated,
4021,1981-0047_4_5,Copyright Status Not Evaluated,
4022,1981-0047_4_6,Copyright Status Not Evaluated,
